team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,39,020,200601,01,티나,F,37:37,5-15,1-2,9-12,6,4,10,0,1,1,2,0,22
KB스타즈,39,020,200601,01,정선민,F,31:53,6-16,0-1,5-6,8,5,13,1,3,2,1,0,17
KB스타즈,39,020,200601,01,김나연,G,23:56,1-4,0-3,0-0,0,2,2,1,1,1,1,0,2
KB스타즈,39,020,200601,01,곽주영,F,21:23,1-2,0-2,0-0,1,1,2,0,0,0,1,2,2
KB스타즈,39,020,200601,01,한서윤,G,21:13,0-2,0-4,0-0,0,0,0,0,4,1,0,0,0
KB스타즈,39,020,200601,01,신정자,F,19:42,2-6,0-0,1-1,2,2,4,0,4,1,1,0,5
KB스타즈,39,020,200601,01,김지현,G,18:47,1-2,0-0,0-0,1,1,2,0,1,0,1,0,2
KB스타즈,39,020,200601,01,최효정,G,14:01,0-1,0-1,0-2,1,1,2,2,1,0,0,0,0
KB스타즈,39,020,200601,01,이경희,G,09:05,2-2,0-1,0-0,0,1,1,0,2,0,1,0,4
KB스타즈,39,020,200601,01,김수연,F,02:23,0-1,0-0,0-0,0,2,2,0,0,0,0,2,0
KB스타즈,39,020,200601,01,팀합계,팀합계,200:00,18-51,1-14,15-21,19,19,38,4,17,6,8,4,54
