team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
남부선발,1,033,201301,10,최윤아,G,35:09,3-4,1-3,0-0,0,5,5,11,0,2,2,1,9
남부선발,1,033,201301,10,강아정,F,32:20,1-1,2-10,0-0,1,3,4,2,0,2,0,0,8
남부선발,1,033,201301,10,변연하,F,31:37,1-1,7-14,3-4,1,4,5,6,2,1,2,0,26
남부선발,1,033,201301,10,김단비,F,28:14,1-3,3-4,0-0,1,2,3,2,2,0,1,0,11
남부선발,1,033,201301,10,정선화,C,23:36,3-8,0-0,2-2,1,2,3,2,1,1,0,0,8
남부선발,1,033,201301,10,해리스,C,19:19,1-4,1-7,4-4,0,6,6,0,0,0,2,0,9
남부선발,1,033,201301,10,이선화,C,12:09,3-8,0-2,0-0,4,0,4,0,0,1,0,0,6
남부선발,1,033,201301,10,정미란,F,10:59,0-0,0-1,0-0,0,1,1,0,0,0,0,0,0
남부선발,1,033,201301,10,이미선,G,04:51,0-1,1-2,0-0,0,1,1,0,0,0,0,0,3
남부선발,1,033,201301,10,박정은,F,01:46,0-0,0-1,0-0,0,1,1,0,0,0,0,0,0
남부선발,1,033,201301,10,팀합계,팀합계,200:00,13-30,15-44,9-10,8,25,33,23,5,7,7,1,80
