team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
Liaoning,5,033,201304,08,Ma Zengyu,F,35:23,2-4,1-6,1-2,3,2,5,2,4,0,5,0,8
Liaoning,5,033,201304,08,Zeng Meiling,C,31:38,8-11,0-0,0-0,2,3,5,3,3,2,2,1,16
Liaoning,5,033,201304,08,Zhang Yu,F,25:43,5-5,0-4,0-0,0,3,3,3,0,0,3,0,10
Liaoning,5,033,201304,08,Cheng Xiaoli,C,22:10,4-8,1-1,1-1,2,5,7,3,2,1,3,2,12
Liaoning,5,033,201304,08,Wang Chengcheng,G,21:48,0-3,0-3,0-0,1,2,3,3,0,0,2,0,0
Liaoning,5,033,201304,08,Cheng Feng,C,20:31,4-6,0-1,4-6,3,4,7,2,3,1,3,1,12
Liaoning,5,033,201304,08,Zhang Wei,G,16:51,1-1,0-1,0-0,0,2,2,1,3,0,3,0,2
Liaoning,5,033,201304,08,Cui Xiaoxue,F,16:01,0-2,0-1,2-2,1,1,2,1,1,0,1,0,2
Liaoning,5,033,201304,08,Jia Guang,G,02:53,1-1,0-0,0-0,0,0,0,1,0,1,0,0,2
Liaoning,5,033,201304,08,Liang Jiamei,F,02:53,0-0,1-1,0-0,0,0,0,0,0,0,0,0,3
Liaoning,5,033,201304,08,Yang Jia,C,02:53,0-0,0-1,0-0,0,0,0,0,0,0,0,0,0
Liaoning,5,033,201304,08,Jie Shanshan,F,01:16,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
Liaoning,5,033,201304,08,팀합계,팀합계,200:00,25-41,3-19,8-11,12,23,35,19,16,5,22,4,67
