team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
Liaoning,4,033,201304,08,Ma Zengyu,F,43:33,7-10,0-2,7-9,2,3,5,3,0,1,2,0,21
Liaoning,4,033,201304,08,Zhang Yu,F,40:31,9-19,1-5,0-0,0,5,5,3,4,0,2,0,21
Liaoning,4,033,201304,08,Cheng Xiaoli,C,35:42,8-19,0-0,3-5,6,8,14,3,2,1,6,0,19
Liaoning,4,033,201304,08,Zeng Meiling,C,30:56,3-9,0-0,0-0,1,6,7,2,2,2,2,1,6
Liaoning,4,033,201304,08,Wang Chengcheng,G,25:42,0-0,0-1,0-0,0,2,2,3,2,0,2,0,0
Liaoning,4,033,201304,08,Cheng Feng,C,19:48,2-4,0-1,0-0,2,2,4,0,1,0,1,0,4
Liaoning,4,033,201304,08,Zhang Wei,G,14:19,1-4,0-0,0-0,0,1,1,1,2,0,0,0,2
Liaoning,4,033,201304,08,Jia Guang,G,10:00,0-1,0-0,0-0,0,2,2,1,3,0,1,0,0
Liaoning,4,033,201304,08,Cui Xiaoxue,F,04:29,0-0,0-0,0-0,1,1,2,0,1,0,0,0,0
Liaoning,4,033,201304,08,팀합계,팀합계,225:00,30-66,1-9,10-14,12,30,42,16,17,4,16,1,73
