team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
중부선발,1,033,201301,10,이승아,G,25:01,3-3,0-0,0-0,2,5,7,4,0,0,3,0,6
중부선발,1,033,201301,10,김정은,F,25:00,5-7,2-3,0-0,0,3,3,0,1,0,0,1,16
중부선발,1,033,201301,10,신정자,C,24:57,4-10,0-1,0-0,1,9,10,6,1,0,4,0,8
중부선발,1,033,201301,10,임영희,F,24:57,2-2,2-5,0-0,1,5,6,3,0,1,0,0,10
중부선발,1,033,201301,10,한채진,F,20:16,0-0,2-3,0-0,1,0,1,1,1,0,0,0,6
중부선발,1,033,201301,10,샌포드,C,20:00,8-10,1-2,1-2,2,2,4,1,2,1,1,0,20
중부선발,1,033,201301,10,양지희,C,15:05,1-5,0-0,2-2,0,4,4,1,0,0,0,0,4
중부선발,1,033,201301,10,박혜진,G,13:37,2-2,1-3,0-0,0,1,1,0,0,0,2,0,7
중부선발,1,033,201301,10,티나,F,10:00,0-2,1-7,0-0,2,4,6,0,2,0,2,0,3
중부선발,1,033,201301,10,조은주,F,08:22,3-4,0-0,0-0,1,0,1,1,0,0,0,0,6
중부선발,1,033,201301,10,박하나,G,08:19,0-1,0-2,0-0,0,2,2,0,0,0,1,0,0
중부선발,1,033,201301,10,이경은,G,04:26,0-0,0-1,0-0,1,0,1,0,1,0,0,0,0
중부선발,1,033,201301,10,팀합계,팀합계,200:00,28-46,9-27,3-4,11,35,46,17,8,2,13,1,86
