team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KDB생명,102,033,201302,01,한채진,F,40:00,2-2,2-6,5-6,1,2,3,5,3,0,3,0,15
KDB생명,102,033,201302,01,이연화,F,38:22,5-11,0-2,4-5,3,3,6,4,3,3,1,1,14
KDB생명,102,033,201302,01,신정자,C,37:08,7-12,0-0,4-5,2,6,8,4,1,0,2,0,18
KDB생명,102,033,201302,01,캐서린,F,36:46,4-10,0-3,3-5,5,10,15,1,0,2,4,2,11
KDB생명,102,033,201302,01,김진영,G,35:24,4-6,1-3,1-2,1,2,3,3,5,0,2,0,12
KDB생명,102,033,201302,01,이경은,G,03:52,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
KDB생명,102,033,201302,01,원진아,C,03:35,0-2,0-0,0-0,0,0,0,1,1,0,1,0,0
KDB생명,102,033,201302,01,김소담,C,03:15,1-3,0-0,0-0,0,1,1,0,0,0,0,0,2
KDB생명,102,033,201302,01,김보미,F,01:38,0-0,0-0,0-0,0,1,1,0,0,0,1,0,0
KDB생명,102,033,201302,01,팀합계,팀합계,200:00,23-46,3-14,17-23,12,25,37,18,13,5,15,3,72
