team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
ENEOS,1,033,201304,08,Ohga Yuko,G,34:59,4-11,0-0,0-0,1,2,3,4,1,0,3,0,8
ENEOS,1,033,201304,08,도카시키,C,33:50,10-14,0-0,8-10,5,12,17,1,2,1,2,4,28
ENEOS,1,033,201304,08,요시다,G,31:02,3-9,0-0,2-2,1,7,8,10,2,3,5,0,8
ENEOS,1,033,201304,08,오사키,C,29:43,5-13,0-0,0-0,3,2,5,1,5,0,0,0,10
ENEOS,1,033,201304,08,Kibayashi Chie,C,25:11,4-5,0-0,2-2,1,6,7,2,4,2,2,0,10
ENEOS,1,033,201304,08,미야자와,F,14:22,0-3,0-0,2-2,0,2,2,0,1,2,2,1,2
ENEOS,1,033,201304,08,오카모토,G,12:32,0-2,1-2,2-3,0,0,0,2,1,2,1,0,5
ENEOS,1,033,201304,08,Takahashi Reika,F,09:46,1-7,0-0,0-0,0,1,1,0,0,2,0,1,2
ENEOS,1,033,201304,08,오누마,G,03:17,0-1,0-0,0-0,0,1,1,0,1,0,0,0,0
ENEOS,1,033,201304,08,Niihara Akane,G,03:13,0-0,0-0,0-0,1,0,1,0,2,0,0,0,0
ENEOS,1,033,201304,08,Yamada Kumiko,C,02:05,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
ENEOS,1,033,201304,08,팀합계,팀합계,200:00,27-66,1-2,16-19,12,33,45,20,19,12,15,6,73
