team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
캐세이,1,033,201304,08,Li You-Ruei,F,30:03,1-9,0-0,4-4,3,5,8,1,2,1,2,0,6
캐세이,1,033,201304,08,Chen Yi-Feng,G,29:05,2-4,0-1,0-0,1,2,3,0,2,1,1,0,4
캐세이,1,033,201304,08,Huang Ping-Jen,F,26:28,6-13,1-2,4-7,1,5,6,1,4,0,4,0,19
캐세이,1,033,201304,08,Lan Hao-Yu,F,25:24,2-3,0-2,1-1,0,4,4,1,1,3,5,0,5
캐세이,1,033,201304,08,Liu Chun-Yi,F,23:34,0-5,0-0,2-2,0,4,4,1,3,1,3,0,2
캐세이,1,033,201304,08,Cheng Hui-Yun,C,21:27,2-5,0-3,0-0,0,3,3,7,2,3,1,1,4
캐세이,1,033,201304,08,황 판샨,G,17:34,3-7,0-0,0-1,2,2,4,0,1,0,0,0,6
캐세이,1,033,201304,08,왕 잉리,F,17:01,2-4,0-2,2-2,0,1,1,2,2,0,1,0,6
캐세이,1,033,201304,08,Chang Ning,C,07:40,0-1,0-0,2-2,1,2,3,0,4,0,0,0,2
캐세이,1,033,201304,08,Yang Ya-Hui,G,01:36,0-0,0-0,0-0,0,0,0,0,1,0,0,0,0
캐세이,1,033,201304,08,Lo Chiao-Hui,F,00:08,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
캐세이,1,033,201304,08,팀합계,팀합계,200:00,18-51,1-10,15-19,8,28,36,13,22,9,17,1,54
