team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
현대,53,013,200308,01,강지우,C,36:34,7-11,0-0,2-2,2,4,6,1,4,0,1,1,16
현대,53,013,200308,01,전주원,A,33:27,2-7,0-3,7-10,1,1,2,6,2,2,0,0,11
현대,53,013,200308,01,진미정,F,32:27,3-6,2-4,0-0,2,1,3,0,5,4,1,0,12
현대,53,013,200308,01,김영옥,G,32:17,4-8,4-7,1-1,0,4,4,3,3,1,3,0,21
현대,53,013,200308,01,진신혜,C,25:58,1-3,0-0,0-0,1,2,3,2,3,0,0,1,2
현대,53,013,200308,01,장화진,G,16:41,0-0,1-2,0-0,1,1,2,1,1,1,0,0,3
현대,53,013,200308,01,남경민,F,09:16,1-2,1-2,2-2,0,2,2,1,2,0,1,0,7
현대,53,013,200308,01,이미숙,C,05:27,0-0,0-0,0-0,0,0,0,0,2,0,2,0,0
현대,53,013,200308,01,김춘미,G,04:13,0-0,1-1,0-0,0,0,0,1,1,0,0,0,3
현대,53,013,200308,01,한채진,F,03:40,1-1,0-0,0-0,0,0,0,1,0,0,0,0,2
현대,53,013,200308,01,팀합계,팀합계,200:00,19-38,9-19,12-15,7,15,22,16,23,8,8,2,77
