team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,26,046,202512,01,허예은,G,37:36,1-3,4-9,1-2,2,2,4,8,4,0,3,0,15
KB스타즈,26,046,202512,01,강이슬,F,36:17,1-8,2-7,6-7,5,6,11,1,2,3,1,1,14
KB스타즈,26,046,202512,01,사카이 사라,G,34:48,4-9,1-3,0-0,0,5,5,4,3,3,3,0,11
KB스타즈,26,046,202512,01,송윤하,C,31:20,4-6,0-1,2-2,1,4,5,1,4,2,1,1,10
KB스타즈,26,046,202512,01,이채은,G,30:47,3-4,2-3,2-2,1,2,3,1,1,2,2,0,14
KB스타즈,26,046,202512,01,양지수,F,09:57,0-0,0-1,0-0,1,1,2,0,1,1,1,0,0
KB스타즈,26,046,202512,01,나윤정,F,08:50,0-0,0-3,0-0,1,1,2,0,1,0,0,0,0
KB스타즈,26,046,202512,01,성수연,G,05:57,0-0,0-1,0-0,0,0,0,0,2,0,0,0,0
KB스타즈,26,046,202512,01,박지수,C,04:28,1-3,0-0,0-0,0,1,1,0,0,0,0,1,2
KB스타즈,26,046,202512,01,팀합계,팀합계,200:00,14-33,9-28,11-13,11,22,33,15,18,11,11,3,66
