team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,6,046,202511,01,안혜지,G,37:53,2-9,3-5,0-0,2,3,5,5,4,0,0,0,13
BNK 썸,6,046,202511,01,박혜진,G,37:27,2-7,2-8,2-2,3,10,13,2,1,0,1,0,12
BNK 썸,6,046,202511,01,김소니아,F,34:27,4-6,0-1,0-0,5,10,15,5,2,1,2,0,8
BNK 썸,6,046,202511,01,이소희,G,34:01,1-4,2-5,4-6,0,4,4,0,1,0,0,0,12
BNK 썸,6,046,202511,01,변소정,F,22:33,3-8,0-1,0-4,3,1,4,0,2,0,0,0,6
BNK 썸,6,046,202511,01,김정은,F,16:43,0-4,0-1,1-2,0,1,1,1,2,0,0,0,1
BNK 썸,6,046,202511,01,김도연,C,10:28,1-5,0-0,0-0,0,1,1,0,4,0,0,0,2
BNK 썸,6,046,202511,01,심수현,G,03:16,0-1,0-0,1-2,0,0,0,0,0,0,0,0,1
BNK 썸,6,046,202511,01,박성진,C,02:36,0-1,0-0,0-0,1,1,2,0,3,0,0,0,0
BNK 썸,6,046,202511,01,김민아,G,00:36,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
BNK 썸,6,046,202511,01,팀합계,팀합계,200:00,13-45,7-21,8-16,14,31,45,13,19,1,3,0,55
