team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,23,046,202512,01,안혜지,G,40:00,3-11,2-7,4-4,1,2,3,6,3,1,1,0,16
BNK 썸,23,046,202512,01,변소정,F,35:40,4-6,0-0,0-0,3,3,6,2,2,2,4,0,8
BNK 썸,23,046,202512,01,박혜진,G,35:37,1-5,1-2,7-7,1,6,7,1,1,1,1,0,12
BNK 썸,23,046,202512,01,이소희,G,33:29,3-8,1-3,1-1,0,3,3,2,2,0,3,0,10
BNK 썸,23,046,202512,01,스나가와 나츠키,G,15:23,2-4,2-3,1-2,0,1,1,1,0,0,1,0,11
BNK 썸,23,046,202512,01,김소니아,F,13:37,1-5,1-1,0-0,0,7,7,1,3,1,0,1,5
BNK 썸,23,046,202512,01,김정은,F,13:24,0-2,0-0,0-0,0,0,0,1,2,0,0,0,0
BNK 썸,23,046,202512,01,김도연,C,09:16,0-0,0-0,1-2,1,3,4,0,3,1,0,3,1
BNK 썸,23,046,202512,01,박성진,C,03:34,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
BNK 썸,23,046,202512,01,팀합계,팀합계,200:00,14-42,7-16,14-16,6,25,31,14,16,6,10,4,63
