team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
하나은행,4,046,202511,01,정현,F,34:09,0-2,1-4,2-2,1,5,6,2,3,2,4,2,5
하나은행,4,046,202511,01,이이지마 사키,F,28:46,3-9,3-10,2-2,2,3,5,1,3,2,1,3,17
하나은행,4,046,202511,01,박소희,G,25:35,2-4,2-5,0-0,2,0,2,3,3,1,3,0,10
하나은행,4,046,202511,01,진안,C,24:26,1-4,0-0,1-2,1,6,7,0,1,0,1,2,3
하나은행,4,046,202511,01,박진영,F,23:24,3-4,1-3,3-4,2,0,2,2,3,0,1,1,12
하나은행,4,046,202511,01,고서연,G,19:26,0-0,0-1,0-0,0,1,1,2,1,0,1,0,0
하나은행,4,046,202511,01,양인영,C,15:34,2-3,0-0,0-0,1,5,6,0,2,0,1,0,4
하나은행,4,046,202511,01,정예림,G,13:47,2-3,0-1,2-2,1,1,2,1,3,1,0,0,6
하나은행,4,046,202511,01,김정은,F,12:15,0-1,1-2,0-0,2,0,2,0,1,0,0,0,3
하나은행,4,046,202511,01,이다현,F,02:38,1-1,0-1,0-1,0,0,0,0,0,0,0,0,2
하나은행,4,046,202511,01,팀합계,팀합계,200:00,14-31,8-27,10-13,12,21,33,11,20,6,12,8,62
