team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
삼성생명,17,046,202512,01,강유림,F,38:37,2-3,1-5,2-2,0,3,3,4,2,2,0,0,9
삼성생명,17,046,202512,01,이해란,F,37:53,11-22,1-3,6-10,3,9,12,0,3,2,1,2,31
삼성생명,17,046,202512,01,조수아,G,29:57,0-5,1-4,1-2,1,3,4,5,2,0,1,0,4
삼성생명,17,046,202512,01,배혜윤,C,26:34,5-11,0-0,0-0,0,1,1,5,2,1,2,0,10
삼성생명,17,046,202512,01,윤예빈,G,22:08,3-3,1-1,2-2,1,9,10,2,1,1,2,1,11
삼성생명,17,046,202512,01,최예슬,F,18:58,0-0,0-0,0-0,1,0,1,1,4,0,0,0,0
삼성생명,17,046,202512,01,하마니시 나나미,G,10:13,0-1,0-1,0-0,0,1,1,0,2,0,0,0,0
삼성생명,17,046,202512,01,김아름,F,07:52,0-0,0-0,0-0,2,1,3,0,1,0,1,0,0
삼성생명,17,046,202512,01,가와무라 미유키,C,07:48,0-0,0-0,0-0,0,0,0,0,3,0,2,1,0
삼성생명,17,046,202512,01,팀합계,팀합계,200:00,21-45,4-14,11-16,8,27,35,17,20,6,9,4,65
