team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,11,046,202511,01,송윤하,C,34:06,4-8,1-1,0-0,2,3,5,1,2,0,1,1,11
KB스타즈,11,046,202511,01,허예은,G,33:22,1-7,2-10,2-2,1,1,2,9,0,1,1,0,10
KB스타즈,11,046,202511,01,사카이 사라,G,31:16,2-8,1-3,0-0,2,4,6,1,4,2,1,0,7
KB스타즈,11,046,202511,01,나윤정,F,25:01,1-4,1-8,0-0,1,4,5,0,0,0,0,0,5
KB스타즈,11,046,202511,01,이채은,G,24:50,0-2,1-3,2-2,0,0,0,0,2,2,0,0,5
KB스타즈,11,046,202511,01,강이슬,F,24:25,3-11,3-5,2-2,6,3,9,1,5,0,1,1,17
KB스타즈,11,046,202511,01,양지수,F,15:12,0-1,0-1,0-0,0,2,2,0,1,2,0,0,0
KB스타즈,11,046,202511,01,성수연,G,09:03,1-2,0-0,0-0,2,0,2,0,1,1,1,0,2
KB스타즈,11,046,202511,01,고현지,F,01:26,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
KB스타즈,11,046,202511,01,이여명,G,01:19,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
KB스타즈,11,046,202511,01,팀합계,팀합계,200:00,12-44,9-31,6-6,14,17,31,12,15,8,5,2,57
