team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
하나은행,31,046,202512,01,이이지마 사키,F,36:47,1-4,1-5,4-4,3,3,6,0,2,2,4,0,9
하나은행,31,046,202512,01,박소희,G,32:26,4-9,2-9,6-6,0,3,3,3,3,0,0,0,20
하나은행,31,046,202512,01,정예림,G,31:25,1-3,0-1,2-5,3,4,7,1,2,0,0,0,4
하나은행,31,046,202512,01,진안,C,27:45,3-9,0-0,3-3,3,6,9,0,4,0,2,1,9
하나은행,31,046,202512,01,정현,F,24:16,0-0,0-3,4-6,2,2,4,0,2,1,0,1,4
하나은행,31,046,202512,01,김정은,F,18:12,3-7,0-2,2-2,1,2,3,2,2,1,0,1,8
하나은행,31,046,202512,01,박진영,F,15:19,0-0,1-2,0-0,0,1,1,0,1,0,0,0,3
하나은행,31,046,202512,01,고서연,G,08:38,2-2,0-2,0-0,1,1,2,0,2,1,2,0,4
하나은행,31,046,202512,01,황윤서,F,05:12,0-0,0-0,0-0,0,0,0,0,2,0,0,0,0
하나은행,31,046,202512,01,팀합계,팀합계,200:00,14-34,4-24,21-26,13,22,35,6,20,5,8,3,61
