team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,29,046,202512,01,강이슬,F,28:58,5-7,0-6,0-0,1,7,8,2,1,3,3,0,10
KB스타즈,29,046,202512,01,허예은,G,27:52,1-6,2-4,0-0,0,6,6,4,2,1,1,0,8
KB스타즈,29,046,202512,01,사카이 사라,G,25:09,1-5,0-2,0-0,1,3,4,2,1,1,2,0,2
KB스타즈,29,046,202512,01,나윤정,F,24:58,2-8,1-4,0-0,2,1,3,1,0,4,0,0,7
KB스타즈,29,046,202512,01,송윤하,C,24:24,1-4,0-0,2-2,2,1,3,3,0,1,0,2,4
KB스타즈,29,046,202512,01,이채은,G,18:21,4-4,1-3,0-0,1,1,2,1,3,3,1,0,11
KB스타즈,29,046,202512,01,양지수,F,16:22,2-2,3-4,0-0,0,0,0,0,1,1,0,0,13
KB스타즈,29,046,202512,01,박지수,C,12:02,4-6,0-0,0-2,1,5,6,0,1,1,0,1,8
KB스타즈,29,046,202512,01,성수연,G,10:05,1-1,0-0,1-2,0,2,2,5,2,1,0,1,3
KB스타즈,29,046,202512,01,고현지,F,04:41,0-1,0-0,0-2,0,1,1,0,0,0,0,0,0
KB스타즈,29,046,202512,01,고리미,F,03:34,2-3,0-0,0-0,0,0,0,0,1,0,0,0,4
KB스타즈,29,046,202512,01,이여명,G,03:34,0-3,0-0,0-0,0,0,0,1,0,1,0,0,0
KB스타즈,29,046,202512,01,팀합계,팀합계,200:00,23-50,7-23,3-8,8,27,35,19,12,17,7,4,70
