team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
BNK 썸,10,046,202511,01,박혜진,G,33:38,4-9,1-4,1-1,1,8,9,3,4,0,2,0,12
BNK 썸,10,046,202511,01,이소희,G,31:55,6-8,0-4,4-4,0,6,6,0,3,0,0,0,16
BNK 썸,10,046,202511,01,안혜지,G,30:26,0-2,1-7,0-2,3,4,7,3,0,0,0,0,3
BNK 썸,10,046,202511,01,김소니아,F,29:15,5-8,0-1,4-5,3,7,10,1,4,0,2,0,14
BNK 썸,10,046,202511,01,변소정,F,24:28,2-7,0-0,0-0,3,2,5,0,2,1,1,0,4
BNK 썸,10,046,202511,01,김정은,F,19:14,0-0,0-2,1-2,1,3,4,2,1,0,2,1,1
BNK 썸,10,046,202511,01,이원정,G,11:06,1-2,0-1,0-0,0,0,0,0,1,0,0,0,2
BNK 썸,10,046,202511,01,김도연,C,07:49,0-1,0-0,0-0,1,1,2,1,1,0,0,1,0
BNK 썸,10,046,202511,01,스나가와 나츠키,G,07:22,0-2,0-1,0-0,1,2,3,0,1,0,1,0,0
BNK 썸,10,046,202511,01,심수현,G,04:09,0-3,0-0,2-2,0,1,1,0,0,0,0,0,2
BNK 썸,10,046,202511,01,박지수,F,00:38,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0
BNK 썸,10,046,202511,01,팀합계,팀합계,200:00,18-42,2-20,12-16,13,34,47,10,17,1,9,2,54
