team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
우리은행,22,046,202512,01,변하정,F,37:01,1-2,1-3,0-0,0,2,2,2,4,2,0,2,5
우리은행,22,046,202512,01,김단비,F,36:59,10-22,0-1,4-7,4,3,7,5,2,1,3,2,24
우리은행,22,046,202512,01,이명관,F,36:55,2-5,1-7,2-2,3,7,10,3,3,3,1,0,9
우리은행,22,046,202512,01,세키 나나미,G,32:59,0-0,2-6,1-2,4,3,7,1,2,0,3,0,7
우리은행,22,046,202512,01,심성영,G,15:27,0-2,0-8,0-0,2,2,4,1,4,1,1,0,0
우리은행,22,046,202512,01,이민지,G,14:19,0-1,4-5,2-4,0,0,0,1,1,0,1,0,14
우리은행,22,046,202512,01,유승희,G,10:55,0-0,0-2,0-0,3,2,5,3,2,2,3,0,0
우리은행,22,046,202512,01,강계리,G,05:44,0-1,0-0,0-0,0,0,0,0,1,0,0,0,0
우리은행,22,046,202512,01,김예진,F,05:39,0-0,0-2,0-0,0,1,1,0,0,1,0,0,0
우리은행,22,046,202512,01,오니즈카 아야노,G,04:02,0-0,0-0,0-0,0,1,1,0,0,1,0,0,0
우리은행,22,046,202512,01,팀합계,팀합계,200:00,13-33,8-34,9-15,16,21,37,16,19,11,12,4,59
