team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
삼성생명,15,046,202512,01,이해란,F,36:06,7-14,1-2,2-2,0,5,5,0,3,0,1,3,19
삼성생명,15,046,202512,01,강유림,F,35:46,7-11,0-4,3-3,1,0,1,1,4,0,2,0,17
삼성생명,15,046,202512,01,조수아,G,34:54,3-4,2-3,3-4,1,2,3,3,4,0,1,0,15
삼성생명,15,046,202512,01,배혜윤,C,33:01,2-3,0-0,1-1,2,8,10,8,1,1,1,0,5
삼성생명,15,046,202512,01,윤예빈,G,27:30,3-7,0-2,1-2,3,3,6,3,1,2,1,1,7
삼성생명,15,046,202512,01,김아름,F,13:18,0-1,0-2,0-0,1,2,3,1,4,0,0,0,0
삼성생명,15,046,202512,01,하마니시 나나미,G,07:18,0-1,0-0,2-2,0,0,0,0,2,0,2,0,2
삼성생명,15,046,202512,01,가와무라 미유키,C,06:59,1-1,0-0,0-2,1,0,1,0,1,0,1,1,2
삼성생명,15,046,202512,01,최예슬,F,05:08,0-0,0-0,0-0,0,2,2,0,1,0,0,0,0
삼성생명,15,046,202512,01,팀합계,팀합계,200:00,23-42,3-13,12-16,9,22,31,16,21,3,9,5,67
