team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
우리은행,10,046,202511,01,이명관,F,38:23,5-8,0-3,0-0,1,0,1,0,3,0,1,0,10
우리은행,10,046,202511,01,변하정,F,30:48,0-0,1-2,0-0,0,8,8,0,4,1,1,1,3
우리은행,10,046,202511,01,강계리,G,27:37,1-7,0-2,0-1,1,2,3,0,4,0,0,0,2
우리은행,10,046,202511,01,김예진,F,26:08,0-1,0-2,0-0,1,5,6,0,0,0,0,0,0
우리은행,10,046,202511,01,김단비,F,25:46,6-13,0-2,2-3,2,7,9,1,3,0,2,0,14
우리은행,10,046,202511,01,세키 나나미,G,25:06,2-7,0-2,0-0,0,1,1,3,4,1,2,0,4
우리은행,10,046,202511,01,이민지,G,16:24,2-5,1-5,3-4,0,0,0,0,1,2,0,0,10
우리은행,10,046,202511,01,오니즈카 아야노,G,04:14,0-1,0-0,0-0,1,0,1,0,1,2,0,0,0
우리은행,10,046,202511,01,박혜미,F,03:22,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
우리은행,10,046,202511,01,심성영,G,02:12,1-1,0-0,0-0,0,0,0,1,0,0,0,0,2
우리은행,10,046,202511,01,팀합계,팀합계,200:00,17-43,2-18,5-8,6,24,30,5,20,6,6,1,45
