team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
KB스타즈,32,046,202512,01,허예은,G,33:14,2-6,1-2,1-1,1,2,3,7,4,3,2,0,8
KB스타즈,32,046,202512,01,강이슬,F,32:15,4-8,0-4,5-6,1,5,6,4,1,1,0,0,13
KB스타즈,32,046,202512,01,사카이 사라,G,28:55,1-2,1-1,1-1,1,3,4,1,4,1,2,0,6
KB스타즈,32,046,202512,01,이채은,G,23:39,3-6,2-2,0-0,1,2,3,1,1,1,1,0,12
KB스타즈,32,046,202512,01,송윤하,C,22:05,3-5,0-1,0-0,0,7,7,1,2,0,1,1,6
KB스타즈,32,046,202512,01,박지수,C,18:11,7-11,2-2,0-2,1,6,7,2,2,0,1,0,20
KB스타즈,32,046,202512,01,나윤정,F,17:00,0-0,1-4,0-0,0,1,1,0,2,1,0,0,3
KB스타즈,32,046,202512,01,성수연,G,13:05,1-2,0-1,0-0,0,0,0,2,0,0,0,0,2
KB스타즈,32,046,202512,01,양지수,F,11:36,0-1,0-0,0-0,1,1,2,0,3,0,0,0,0
KB스타즈,32,046,202512,01,팀합계,팀합계,200:00,21-41,7-17,7-10,6,27,33,18,19,7,7,1,70
