team,game_no,season_gu,ym,game_type,name,pos,min,fg2,fg3,ft,reb_off,reb_def,reb,ast,pf,stl,to,blk,pts
삼성생명,33,046,202512,01,이해란,F,37:26,3-5,0-5,2-2,2,6,8,2,3,5,2,1,8
삼성생명,33,046,202512,01,강유림,F,34:17,5-7,0-4,0-0,2,4,6,1,2,2,3,2,10
삼성생명,33,046,202512,01,조수아,G,33:01,5-7,1-4,2-2,0,8,8,5,0,3,3,0,15
삼성생명,33,046,202512,01,김아름,F,24:19,0-0,2-4,0-0,0,2,2,2,3,0,2,0,6
삼성생명,33,046,202512,01,배혜윤,C,21:42,2-3,0-0,2-2,2,0,2,2,1,0,3,0,6
삼성생명,33,046,202512,01,최예슬,F,16:57,3-5,0-0,0-0,0,2,2,1,1,0,2,0,6
삼성생명,33,046,202512,01,하마니시 나나미,G,12:31,0-2,0-1,0-0,1,1,2,1,1,0,0,1,0
삼성생명,33,046,202512,01,가와무라 미유키,C,06:05,0-2,0-0,0-0,0,0,0,0,1,0,0,0,0
삼성생명,33,046,202512,01,유하은,F,05:51,0-0,0-1,0-0,0,0,0,0,2,0,1,0,0
삼성생명,33,046,202512,01,윤예빈,G,04:39,0-0,0-0,0-2,0,0,0,0,1,0,0,0,0
삼성생명,33,046,202512,01,김단비,F,03:12,0-1,0-0,0-0,0,0,0,1,0,1,0,0,0
삼성생명,33,046,202512,01,팀합계,팀합계,200:00,18-32,3-19,6-8,7,23,30,15,15,11,16,4,51
